sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
311041570,Jimboomba - Glenlogan,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5212,0.5752,0.5947,0.6407,0.7313,0.4943,0.3846,0.5997,0.6117,0.5339,0.2966,M50,MC,MA,Logan
304011081,Jindalee - Mount Ommaney,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6360,0.7320,0.7643,0.6352,0.8841,0.4817,0.2385,0.6180,0.6759,0.7482,0.6843,H75,MC,HA,Brisbane
306031160,Johnstone,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.3907,0.5631,0.5275,0.7150,0.6237,0.4109,0.4457,0.0835,0.6124,0.5083,0.3571,M50,LC,MA,Cassowary Coast
307021180,Jondaryan,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4482,0.4832,0.4954,0.5687,0.5725,0.3743,0.3575,0.5966,0.4982,0.5179,0.3242,L25,LC,MA,Western Downs; Toowoomba
314021577,Kallangur,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5321,0.3891,0.4671,0.3953,0.6215,0.5074,0.3569,0.6039,0.4599,0.3809,0.5673,L25,MC,LA,Moreton Bay
305011108,Kangaroo Point,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5336,0.7180,0.7027,0.5040,0.5782,0.3007,0.4729,0.6180,0.8090,0.5038,0.6286,M50,MC,HA,Brisbane
306021149,Kanimbla - Mooroobool,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5373,0.6019,0.6215,0.4359,0.7421,0.7346,0.4704,0.5949,0.6859,0.4711,0.2691,M50,MC,MA,Cairns
310031289,Karalee - Barellan Point,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4390,0.5621,0.5477,0.7676,0.7244,0.2156,0.4549,0.6058,0.5283,0.6330,0.2016,M50,LC,MA,Ipswich
310031290,Karana Downs,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.6794,0.6734,0.7458,0.8314,0.8075,0.7866,0.4547,0.6180,0.6302,0.7025,0.3429,H75,HC,HA,Brisbane
302021031,Kedron - Gordon Park,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6083,0.6354,0.6809,0.6110,0.7050,0.3064,0.4557,0.6180,0.7050,0.5086,0.7325,M50,MC,MA,Brisbane
318021480,Kelso,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4882,0.5488,0.5604,0.4643,0.6702,0.5058,0.4659,0.5966,0.6655,0.3949,0.2726,M50,MC,MA,Townsville
305031126,Kelvin Grove - Herston,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5265,0.6589,0.6570,0.3592,0.5605,0.3644,0.4696,0.6180,0.6804,0.5955,0.6961,M50,MC,HA,Brisbane
304021090,Kenmore,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5811,0.7917,0.7786,0.5999,0.8049,0.3840,0.2385,0.6180,0.7241,0.7904,0.7195,H75,MC,HA,Brisbane
304041100,Keperra,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5201,0.5507,0.5767,0.4349,0.7012,0.3829,0.2422,0.6180,0.6351,0.4474,0.7223,M50,MC,MA,Brisbane
313031370,Kilcoy,QLD,Inner regional,2,2024,Moreton Bay - North,Greater Brisbane,0.5385,0.4630,0.5229,0.5479,0.5725,0.4516,0.4204,0.5817,0.5297,0.4298,0.5370,M50,MC,LA,Somerset
319031515,Kilkivan,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4275,0.4746,0.4802,0.6585,0.5138,0.4624,0.4428,0.1088,0.5311,0.4517,0.5653,L25,LC,MA,Gympie
319021505,Kingaroy,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4621,0.4515,0.4790,0.4165,0.6607,0.4649,0.4096,0.5245,0.4542,0.5173,0.3623,L25,LC,LA,South Burnett
319021506,Kingaroy Surrounds - North,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.2963,0.4153,0.3840,0.4521,0.5127,0.4226,0.4105,0.0797,0.4960,0.3818,0.2906,L25,LC,LA,South Burnett; Gympie; Cherbourg
319021507,Kingaroy Surrounds - South,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4100,0.4815,0.4775,0.8061,0.5913,0.1797,0.4085,0.5245,0.5154,0.4891,0.3311,L25,LC,MA,South Burnett
311061330,Kingston (Qld),QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.3493,0.4096,0.4008,0.1346,0.6367,0.3471,0.4392,0.5997,0.5953,0.2150,0.3270,L25,LC,LA,Logan
308051536,Kin Kora - Sun Valley,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5497,0.4138,0.4933,0.5034,0.6310,0.4154,0.4447,0.5949,0.4477,0.4496,0.5210,L25,MC,LA,Gladstone
318021481,Kirwan - East,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4869,0.5121,0.5336,0.3135,0.7409,0.5066,0.4717,0.5966,0.5652,0.4768,0.3253,M50,MC,MA,Townsville
318021482,Kirwan - West,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5740,0.5341,0.5912,0.5373,0.6870,0.7951,0.4713,0.5966,0.5737,0.5088,0.3226,M50,MC,MA,Townsville
315011398,Kowanyama - Pormpuraaw,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.1392,0.1450,0.1351,0.3527,0.0568,0.7829,0.1458,0.0283,0.2771,0.1237,0.1269,L25,LC,LA,Pormpuraaw; Kowanyama
303061077,Kuraby,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5384,0.5914,0.6146,0.4439,0.7372,0.3118,0.4231,0.6180,0.6753,0.4667,0.5195,M50,MC,MA,Brisbane
306051168,Kuranda,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5658,0.5192,0.5764,0.6524,0.7050,0.6282,0.4529,0.5365,0.6107,0.4209,0.3734,M50,MC,MA,Mareeba
309031238,Labrador,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5031,0.4667,0.5087,0.2971,0.5824,0.5064,0.4014,0.6066,0.6198,0.2970,0.5790,L25,MC,LA,Gold Coast
308031211,Lakes Creek,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4426,0.4758,0.4877,0.3276,0.7018,0.2221,0.4523,0.5935,0.5800,0.3793,0.4827,L25,LC,MA,Rockhampton
316061442,Landsborough,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5971,0.6414,0.6795,0.6196,0.7024,0.5247,0.4197,0.5994,0.6509,0.6066,0.4782,M50,MC,MA,Sunshine Coast
314031392,Lawnton,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5721,0.4675,0.5426,0.4628,0.7038,0.4624,0.3590,0.6039,0.5764,0.3675,0.5995,M50,MC,LA,Moreton Bay
310031291,Leichhardt - One Mile,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3476,0.3397,0.3502,0.2233,0.5612,0.4019,0.4599,0.6058,0.5181,0.1878,0.2078,L25,LC,LA,Ipswich
310021280,Lockyer Valley - East,QLD,Inner regional,2,2024,Ipswich,Greater Brisbane,0.5115,0.4615,0.5090,0.5052,0.7323,0.5461,0.4232,0.5943,0.5612,0.3787,0.2790,L25,MC,LA,Lockyer Valley; Somerset
317011451,Lockyer Valley - West,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5565,0.6879,0.6923,0.7396,0.7621,0.4635,0.4516,0.5943,0.7045,0.6155,0.2967,M50,MC,HA,Lockyer Valley
311061331,Logan Central,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.2802,0.3277,0.3153,0.0268,0.5602,0.3365,0.4389,0.5997,0.5252,0.1503,0.3262,L25,LC,LA,Logan
311051325,Loganholme - Tanah Merah,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5877,0.5216,0.5891,0.5464,0.8290,0.4832,0.4444,0.5997,0.5928,0.4538,0.3950,M50,MC,MA,Logan
311051326,Loganlea,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4411,0.3864,0.4231,0.2381,0.5755,0.6096,0.4449,0.5997,0.5759,0.1964,0.3541,L25,LC,LA,Logan
311041322,Logan Village,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5694,0.5833,0.6240,0.6670,0.7055,0.6659,0.3867,0.5997,0.6241,0.5313,0.3384,M50,MC,MA,Logan
315031412,Longreach,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.5014,0.4207,0.4750,0.7046,0.6579,0.5684,0.4577,0.1097,0.5758,0.2701,0.5518,L25,MC,LA,Longreach
310021281,Lowood,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4962,0.4718,0.5091,0.5540,0.7321,0.4564,0.4218,0.5817,0.5788,0.3728,0.2750,L25,MC,LA,Somerset
303031061,Macgregor (Qld),QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5274,0.6172,0.6277,0.3067,0.7509,0.3786,0.4360,0.6180,0.7187,0.4490,0.5352,M50,MC,MA,Brisbane
312021346,Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5018,0.3909,0.4540,0.3796,0.6041,0.3699,0.4329,0.5966,0.5486,0.2496,0.5201,L25,MC,LA,Mackay
312021347,Mackay Harbour,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.6460,0.4628,0.5774,0.7988,0.6928,0.5704,0.4297,0.5966,0.5001,0.4734,0.5148,M50,MC,LA,Mackay
318021483,Magnetic Island,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4595,0.5272,0.5319,0.6188,0.6824,0.6623,0.3650,0.1974,0.6351,0.3990,0.4298,M50,LC,MA,Townsville
309101269,Main Beach,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5668,0.6664,0.6820,0.6395,0.7453,0.2941,0.4101,0.6066,0.6860,0.6017,0.5680,M50,MC,HA,Gold Coast
306051169,Malanda - Yungaburra,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4524,0.5966,0.5783,0.7094,0.6895,0.5480,0.4588,0.0914,0.6064,0.5853,0.3901,M50,LC,MA,Tablelands
314021578,Mango Hill,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.4998,0.4181,0.4725,0.4295,0.5571,0.5736,0.3573,0.6039,0.4614,0.4386,0.4406,L25,MC,LA,Moreton Bay
301031015,Manly - Lota,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6788,0.7181,0.7774,0.6555,0.8654,0.3944,0.3664,0.6180,0.7339,0.6288,0.7365,H75,HC,HA,Brisbane
301031016,Manly West,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6495,0.6331,0.7009,0.6302,0.8161,0.4073,0.3666,0.6180,0.6513,0.5895,0.6930,M50,MC,MA,Brisbane
306021151,Manoora,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.3681,0.4465,0.4349,0.2209,0.4105,0.7041,0.4725,0.5949,0.6717,0.1676,0.2224,L25,LC,LA,Cairns
303031062,Mansfield (Qld),QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6423,0.6158,0.6847,0.4997,0.8228,0.3894,0.4346,0.6180,0.6928,0.4885,0.7014,M50,MC,MA,Brisbane
306021152,Manunda,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4455,0.3998,0.4347,0.2645,0.6404,0.6321,0.4730,0.5949,0.6130,0.1648,0.2810,L25,LC,LA,Cairns
316031426,Marcoola - Mudjimba,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6594,0.5930,0.6776,0.5998,0.7418,0.5497,0.4328,0.5994,0.6310,0.5402,0.6249,M50,MC,MA,Sunshine Coast
306051170,Mareeba,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4568,0.4932,0.5064,0.4661,0.5913,0.4206,0.4614,0.5365,0.5705,0.4299,0.3523,L25,LC,MA,Mareeba
313051378,Margate - Woody Point,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.4934,0.3905,0.4498,0.4894,0.6254,0.2234,0.4340,0.6039,0.5169,0.2981,0.6355,L25,MC,LA,Moreton Bay
316031427,Maroochydore - Kuluin,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5845,0.5702,0.6222,0.4357,0.6957,0.4164,0.4353,0.5994,0.6169,0.5158,0.6435,M50,MC,MA,Sunshine Coast
316061443,Maroochy Hinterland,QLD,Inner regional,2,2024,Sunshine Coast,Rest of Qld,0.7073,0.6839,0.7687,0.7370,0.8183,0.5705,0.4156,0.5994,0.6559,0.6838,0.6268,H75,HC,HA,Sunshine Coast
311031317,Marsden,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.3356,0.3621,0.3614,0.1544,0.4644,0.5357,0.4114,0.5997,0.5289,0.2190,0.2815,L25,LC,LA,Logan
319051524,Maryborough (Qld),QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4711,0.3585,0.4167,0.3312,0.7041,0.3004,0.4382,0.5520,0.4046,0.3975,0.5298,L25,LC,LA,Fraser Coast
319051525,Maryborough Surrounds - South,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.3594,0.4300,0.4195,0.5524,0.6495,0.2918,0.4346,0.1015,0.4895,0.4218,0.4286,L25,LC,LA,Fraser Coast; Gympie
302011026,McDowall,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.7337,0.6559,0.7637,0.6524,0.7677,0.7486,0.4439,0.6180,0.5955,0.7202,0.6533,H75,HC,HA,Brisbane
316021581,Meridan Plains - Little Mountain (North),QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6352,0.5942,0.6656,0.4608,0.6719,0.6913,0.4397,0.5994,0.5635,0.6453,0.6515,M50,MC,MA,Sunshine Coast
309011227,Mermaid Beach - Broadbeach,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4524,0.5696,0.5590,0.4778,0.6819,0.1643,0.4016,0.6066,0.6853,0.4056,0.5260,M50,LC,MA,Gold Coast
309011228,Mermaid Waters,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5871,0.6048,0.6482,0.5043,0.7330,0.4174,0.4016,0.6066,0.6739,0.4963,0.5661,M50,MC,MA,Gold Coast
309081260,Merrimac,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6155,0.4658,0.5635,0.4279,0.6382,0.8750,0.4130,0.6066,0.5884,0.3451,0.5355,M50,MC,LA,Gold Coast
309011229,Miami,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5755,0.6323,0.6620,0.5496,0.7449,0.3380,0.4011,0.6066,0.6966,0.5159,0.6002,M50,MC,MA,Gold Coast
304011082,Middle Park - Jamboree Heights,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6152,0.5449,0.6199,0.6068,0.7368,0.6339,0.2385,0.6180,0.5478,0.5697,0.6764,M50,MC,MA,Brisbane
317011452,Middle Ridge,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5338,0.7392,0.7179,0.5854,0.6743,0.5157,0.4561,0.5966,0.6833,0.7510,0.3338,H75,MC,HA,Toowoomba
307011175,Miles - Wandoan,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.3360,0.4469,0.4221,0.6463,0.4460,0.5199,0.3867,0.1116,0.5129,0.4218,0.3131,L25,LC,LA,Maranoa; Western Downs
319011500,Millbank - Avoca,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5239,0.4717,0.5222,0.2864,0.6750,0.6145,0.4411,0.5580,0.4837,0.5157,0.5512,M50,MC,LA,Bundaberg
307021181,Millmerran,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.2939,0.4834,0.4317,0.5373,0.4428,0.3548,0.3626,0.1283,0.5179,0.4894,0.3599,L25,LC,MA,Toowoomba
304041101,Mitchelton,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5583,0.5879,0.6218,0.5923,0.7415,0.3377,0.2432,0.6180,0.5982,0.5802,0.7751,M50,MC,MA,Brisbane; Moreton Bay
316021422,Moffat Beach - Battery Hill,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5739,0.6252,0.6562,0.5902,0.7199,0.2546,0.4407,0.5994,0.6100,0.6373,0.7371,M50,MC,MA,Sunshine Coast
309091264,Molendinar,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6631,0.6472,0.7182,0.4338,0.7793,0.8695,0.4152,0.6066,0.7389,0.4772,0.5539,H75,HC,HA,Gold Coast
319021508,Monto - Eidsvold,QLD,Outer regional,3,2024,Wide Bay,Rest of Qld,0.3877,0.4480,0.4441,0.6048,0.4238,0.5032,0.4109,0.0716,0.5180,0.4166,0.5528,L25,LC,LA,North Burnett
316031428,Mooloolaba - Alexandra Headland,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6002,0.6168,0.6635,0.5439,0.7560,0.3489,0.4348,0.5994,0.6461,0.5647,0.6592,M50,MC,MA,Sunshine Coast
303041068,Moorooka,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5758,0.5975,0.6373,0.5348,0.6703,0.2979,0.4402,0.6180,0.7042,0.4324,0.7380,M50,MC,MA,Brisbane
312011341,Moranbah,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.3902,0.4779,0.4665,0.6498,0.3789,0.6865,0.4223,0.1288,0.5001,0.5044,0.4139,L25,LC,MA,Isaac
313041374,Morayfield,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5103,0.5849,0.5965,0.6006,0.7895,0.1900,0.4232,0.6039,0.5220,0.6876,0.5106,M50,MC,MA,Moreton Bay
313021368,Morayfield - East,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.3955,0.3835,0.4013,0.3550,0.5876,0.1727,0.4307,0.6039,0.4897,0.3248,0.4471,L25,LC,LA,Moreton Bay
305021117,Morningside - Seven Hills,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6161,0.6685,0.7086,0.5655,0.7245,0.3592,0.4521,0.6180,0.7576,0.4895,0.6714,M50,MC,HA,Brisbane
316011415,Mountain Creek,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6355,0.6097,0.6767,0.5268,0.6336,0.8275,0.4355,0.5994,0.6681,0.5156,0.5596,M50,MC,MA,Sunshine Coast
303031063,Mount Gravatt,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6070,0.5882,0.6465,0.5205,0.7535,0.3316,0.4350,0.6180,0.6880,0.4396,0.7104,M50,MC,MA,Brisbane
315021405,Mount Isa,QLD,Remote,4,2024,Queensland - Outback,Rest of Qld,0.3895,0.3389,0.3669,0.5369,0.4865,0.4566,0.4519,0.5902,0.4319,0.3170,0.1449,L25,LC,LA,Mount Isa
315021406,Mount Isa Surrounds,QLD,Remote,4,2024,Queensland - Outback,Rest of Qld,0.3120,0.3274,0.3273,0.7066,0.4660,0.4084,0.4478,0.1097,0.4520,0.2630,0.2171,L25,LC,LA,Cloncurry; Mount Isa
318021484,Mount Louisa,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5638,0.5646,0.6079,0.5730,0.7349,0.6981,0.4706,0.5966,0.6033,0.5255,0.2784,M50,MC,MA,Townsville
308031212,Mount Morgan,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.2839,0.5507,0.4759,0.3556,0.5312,0.2063,0.4542,0.1264,0.6954,0.3498,0.4881,L25,LC,MA,Rockhampton
312021348,Mount Pleasant - Glenella,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.6659,0.5645,0.6607,0.6725,0.7701,0.6721,0.4316,0.5966,0.5749,0.5684,0.5061,M50,HC,MA,Mackay
306021153,Mount Sheridan,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4930,0.5703,0.5780,0.5248,0.7082,0.4693,0.4675,0.5949,0.6397,0.4804,0.2446,M50,MC,MA,Cairns
311021309,Mount Warren Park,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.6148,0.4949,0.5839,0.4872,0.7861,0.7157,0.4256,0.5997,0.5444,0.4731,0.4382,M50,MC,MA,Logan
309051244,Mudgeeraba - Bonogin,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6280,0.6240,0.6830,0.6034,0.7582,0.5167,0.3972,0.6066,0.6262,0.6102,0.5494,M50,MC,MA,Gold Coast
318021485,Mundingburra,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5569,0.5529,0.5961,0.3584,0.7969,0.5690,0.4729,0.5966,0.4915,0.6678,0.4033,M50,MC,MA,Townsville
311031318,Munruben - Park Ridge South,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5519,0.5997,0.6271,0.6276,0.8715,0.3288,0.4103,0.5997,0.6074,0.5900,0.3715,M50,MC,MA,Logan
301031017,Murarrie,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.7051,0.6325,0.7308,0.6005,0.8526,0.6205,0.3679,0.6180,0.7057,0.5016,0.6470,H75,HC,MA,Brisbane
314021389,Murrumba Downs - Griffin,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5256,0.4625,0.5164,0.5043,0.5485,0.6319,0.3576,0.6039,0.4732,0.5123,0.4590,L25,MC,LA,Moreton Bay
316071548,Nambour,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5641,0.5384,0.5893,0.4958,0.7043,0.3096,0.4351,0.5994,0.5833,0.5028,0.6764,M50,MC,MA,Sunshine Coast
319021509,Nanango,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4133,0.4171,0.4329,0.4324,0.6454,0.3282,0.4091,0.5245,0.4875,0.3982,0.3158,L25,LC,LA,South Burnett
313041375,Narangba,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5481,0.5115,0.5623,0.5734,0.7839,0.2852,0.4229,0.6039,0.4833,0.5968,0.5056,M50,MC,MA,Moreton Bay
309061248,Nerang - Mount Nathan,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6434,0.5691,0.6519,0.5292,0.7638,0.5211,0.3951,0.6066,0.6512,0.4596,0.6468,M50,MC,MA,Gold Coast
305011109,New Farm,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5782,0.7515,0.7485,0.5421,0.6337,0.2950,0.4729,0.6180,0.8262,0.5424,0.7629,H75,MC,HA,Brisbane
305031127,Newmarket,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6644,0.6684,0.7341,0.5831,0.7013,0.4387,0.4668,0.6180,0.7391,0.5201,0.7791,H75,HC,HA,Brisbane
305031128,Newstead - Bowen Hills,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5007,0.7089,0.6805,0.5697,0.5028,0.2504,0.4696,0.6180,0.7487,0.5860,0.6363,M50,MC,HA,Brisbane
317011453,Newtown (Qld),QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4274,0.5514,0.5350,0.2759,0.6530,0.3642,0.4577,0.5966,0.6575,0.4132,0.3398,M50,LC,MA,Toowoomba
316051434,Noosa Heads,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6067,0.6746,0.7081,0.5663,0.7581,0.4202,0.4328,0.5957,0.6619,0.6561,0.5553,M50,MC,HA,Noosa
316081549,Noosa Hinterland,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6234,0.6379,0.6905,0.7062,0.8440,0.4500,0.4191,0.5128,0.6690,0.5712,0.5692,M50,MC,MA,Sunshine Coast; Noosa
316051435,Noosaville,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6833,0.6669,0.7433,0.5414,0.7769,0.6567,0.4340,0.5957,0.6425,0.6708,0.6451,H75,HC,HA,Noosa
308031213,Norman Gardens,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.6231,0.5300,0.6133,0.5037,0.6942,0.6946,0.4523,0.5935,0.5369,0.5558,0.5214,M50,MC,MA,Rockhampton
305021118,Norman Park,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5698,0.8218,0.7945,0.6669,0.7562,0.1937,0.4528,0.6180,0.7880,0.7468,0.6865,H75,MC,HA,Brisbane
318021486,Northern Beaches,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4819,0.6856,0.6552,0.6501,0.8446,0.6333,0.4572,0.1285,0.7282,0.5727,0.2888,M50,MC,HA,Townsville
315021407,Northern Highlands,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.4024,0.3565,0.3850,0.8157,0.4996,0.5170,0.4485,0.0998,0.4973,0.2562,0.3629,L25,LC,LA,McKinlay; Flinders (Qld); Richmond
315011399,Northern Peninsula,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.1691,0.1410,0.1422,0.3555,0.2560,0.3572,0.4597,0.0396,0.2082,0.2107,0.1117,L25,LC,LA,Northern Peninsula Area
302031038,Northgate - Virginia,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6593,0.6324,0.7056,0.6111,0.8141,0.3585,0.4430,0.6180,0.7176,0.4821,0.7230,M50,MC,MA,Brisbane
310031292,North Ipswich - Tivoli,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.5255,0.3918,0.4659,0.4753,0.7950,0.4382,0.4599,0.6058,0.4856,0.3484,0.3090,L25,MC,LA,Ipswich
314021579,North Lakes,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5786,0.4453,0.5301,0.4837,0.6537,0.6899,0.3569,0.6039,0.4259,0.5448,0.5163,M50,MC,LA,Moreton Bay
312021349,North Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5439,0.4991,0.5514,0.4528,0.7550,0.3141,0.4322,0.5966,0.5542,0.4671,0.5432,M50,MC,MA,Mackay
301021550,North Stradbroke Island,QLD,Remote,4,2024,Brisbane - East,Greater Brisbane,0.5302,0.5666,0.5929,0.7163,0.7000,0.5987,0.3915,0.1302,0.5908,0.5486,0.6474,M50,MC,MA,Redland
317011454,North Toowoomba - Harlaxton,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4460,0.5449,0.5385,0.3623,0.6770,0.3114,0.4577,0.5966,0.6362,0.4337,0.3432,M50,LC,MA,Toowoomba
302031039,Nudgee - Banyo,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6294,0.6327,0.6899,0.5857,0.8141,0.3144,0.4422,0.6180,0.6822,0.5399,0.6870,M50,MC,MA,Brisbane
302031040,Nundah,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.5684,0.5471,0.5977,0.4958,0.6457,0.3312,0.4433,0.6180,0.6881,0.3544,0.6878,M50,MC,MA,Brisbane
318021487,Oonoonba,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5220,0.5984,0.6117,0.5631,0.6216,0.6113,0.4706,0.5966,0.6668,0.4948,0.2991,M50,MC,MA,Townsville
