sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
214011374,Langwarrin,VIC,Metropolitan,1,2024,Mornington Peninsula,Greater Melbourne,0.8297,0.5799,0.7667,0.6989,0.7632,0.7322,0.5664,0.7337,0.6121,0.5429,0.5943,H75,HC,MA,Frankston
203021043,Lara,VIC,Metropolitan,1,2024,Geelong,Rest of Vic.,0.8397,0.8026,0.9319,0.6609,0.7970,0.5952,0.5701,0.7116,0.8318,0.6358,0.7298,H75,HC,HA,Greater Geelong
702011048,Larapinta,NT,Remote,4,2024,Northern Territory - Outback,Rest of NT,0.2456,0.4364,0.3800,0.4817,0.6108,0.0632,0.5242,0.4897,0.4677,0.4670,0.0778,L25,LC,LA,Alice Springs
404021099,Largs Bay - Semaphore,SA,Metropolitan,1,2024,Adelaide - West,Greater Adelaide,0.5777,0.5757,0.6227,0.6089,0.7921,0.1897,0.5199,0.6668,0.6935,0.4050,0.5572,M50,MC,MA,Port Adelaide Enfield
701011005,Larrakeyah,NT,Outer regional,3,2024,Darwin,Greater Darwin,0.3685,0.5075,0.4785,0.6395,0.4682,0.0779,0.5128,0.5772,0.4651,0.6146,0.4269,L25,LC,MA,Darwin
801011017,Latham,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.4368,0.6018,0.5750,0.6033,0.6130,0.0978,0.2682,0.5987,0.5863,0.6262,0.8190,M50,LC,MA,Unincorporated ACT
604021087,Latrobe,TAS,Outer regional,3,2024,West and North West,Rest of Tas.,0.4854,0.4449,0.4850,0.5089,0.6916,0.3715,0.6534,0.0203,0.5502,0.3612,0.6788,L25,MC,LA,Latrobe (Tas.); Devonport
602011038,Launceston,TAS,Inner regional,2,2024,Launceston and North East,Rest of Tas.,0.6172,0.5863,0.6504,0.5100,0.7359,0.3582,0.9220,0.4031,0.6600,0.4809,0.7321,M50,MC,MA,Launceston
108041162,Laurieton - Bonny Hills,NSW,Inner regional,2,2024,Mid North Coast,Rest of NSW,0.6416,0.6712,0.7239,0.5293,0.6672,0.5710,0.5925,0.5914,0.6802,0.6206,0.5663,H75,MC,HA,Port Macquarie-Hastings; Mid-Coast
213051363,Laverton,VIC,Metropolitan,1,2024,Melbourne - West,Greater Melbourne,0.5990,0.5757,0.6335,0.4118,0.6871,0.4303,0.4779,0.7641,0.7794,0.2593,0.4406,M50,MC,MA,Hobsons Bay; Wyndham
109011176,Lavington,NSW,Inner regional,2,2024,Murray,Rest of NSW,0.5885,0.5306,0.5960,0.3086,0.6519,0.5799,0.6104,0.6485,0.6236,0.4243,0.5322,M50,MC,MA,Albury
314031392,Lawnton,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5721,0.4675,0.5426,0.4628,0.7038,0.4624,0.3590,0.6039,0.5764,0.3675,0.5995,M50,MC,LA,Moreton Bay
801011018,Lawson,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.3106,0.4990,0.4492,0.5155,0.3618,0.0964,0.2695,0.5987,0.6931,0.2444,0.5520,L25,LC,MA,Unincorporated ACT
124011453,Lawson - Hazelbrook - Linden,NSW,Metropolitan,1,2024,Sydney - Outer West and Blue Mountains,Greater Sydney,0.8852,0.5322,0.7677,0.7179,0.7622,0.7242,0.5828,0.7078,0.5233,0.5802,0.8261,H75,HC,MA,Blue Mountains
701021020,Leanyer,NT,Outer regional,3,2024,Darwin,Greater Darwin,0.3987,0.4977,0.4842,0.5439,0.6031,0.0952,0.5337,0.5772,0.5261,0.5063,0.4206,L25,LC,MA,Darwin
507041180,Leeming,WA,Metropolitan,1,2024,Perth - South West,Greater Perth,0.7532,0.5545,0.7025,0.7082,0.8746,0.6825,0.2753,0.7560,0.4725,0.6980,0.5883,M50,HC,MA,Melville; Canning; Cockburn
113011258,Leeton,NSW,Outer regional,3,2024,Riverina,Rest of NSW,0.5377,0.4543,0.5164,0.5023,0.6690,0.4241,0.6113,0.5623,0.6166,0.2761,0.4019,L25,MC,LA,Leeton
602011039,Legana,TAS,Inner regional,2,2024,Launceston and North East,Rest of Tas.,0.5955,0.6501,0.6849,0.7156,0.7692,0.1918,0.8577,0.4009,0.6058,0.6933,0.7076,M50,MC,HA,West Tamar
406011132,Le Hunte - Elliston,SA,Remote,4,2024,South Australia - Outback,Rest of SA,0.5261,0.5668,0.5911,0.8709,0.5096,0.2997,0.5486,0.1074,0.6307,0.4873,0.9534,M50,MC,MA,Streaky Bay; Wudinna; Elliston
120021675,Leichhardt,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.7493,0.7823,0.8630,0.5747,0.7001,0.5673,0.4695,0.7266,0.7363,0.7526,0.7389,H75,HC,HA,Inner West
310031291,Leichhardt - One Mile,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3476,0.3397,0.3502,0.2233,0.5612,0.4019,0.4599,0.6058,0.5181,0.1878,0.2078,L25,LC,LA,Ipswich
511031283,Leinster - Leonora,WA,Very remote,5,2024,,Rest of WA,0.1551,0.2967,0.2487,0.5098,0.1656,0.4077,0.1327,0.0936,0.3729,0.3136,0.2584,L25,LC,LA,Leonora; Ngaanyatjarraku; Laverton; Menzies
106031120,Lemon Tree Passage - Tanilba Bay,NSW,Inner regional,2,2024,Hunter Valley exc Newcastle,Rest of NSW,0.6053,0.5170,0.5948,0.4774,0.5800,0.6531,0.5499,0.6031,0.5379,0.5279,0.5480,M50,MC,MA,Port Stephens
601051028,Lenah Valley - Mount Stuart,TAS,Inner regional,2,2024,Hobart,Greater Hobart,0.5854,0.7334,0.7392,0.5819,0.6717,0.2007,0.9858,0.4194,0.7556,0.6240,0.8000,H75,MC,HA,Glenorchy; Hobart
112011242,Lennox Head - Skennars Head,NSW,Inner regional,2,2024,Richmond - Tweed,Rest of NSW,0.6778,0.6762,0.7470,0.6977,0.7312,0.5255,0.6080,0.6136,0.6580,0.6654,0.5031,H75,HC,HA,Ballina
205031090,Leongatha,VIC,Inner regional,2,2024,Latrobe - Gippsland,Rest of Vic.,0.6615,0.6288,0.7042,0.6540,0.8458,0.1776,0.5759,0.6431,0.6183,0.6319,0.7943,M50,HC,MA,South Gippsland; Baw Baw; Latrobe (Vic.)
203021044,Leopold,VIC,Metropolitan,1,2024,Geelong,Rest of Vic.,0.8275,0.7724,0.9028,0.6339,0.6964,0.7210,0.5790,0.7116,0.7553,0.7023,0.7904,H75,HC,HA,Greater Geelong
127011728,Leppington - Catherine Field,NSW,Metropolitan,1,2024,Sydney - South West,Greater Sydney,0.5311,0.4364,0.5004,0.5303,0.6350,0.5877,0.4177,0.7137,0.6218,0.2293,0.2558,L25,MC,LA,Liverpool; Camden
506051141,Lesmurdie - Bickley - Carmel,WA,Metropolitan,1,2024,Perth - South East,Greater Perth,0.5695,0.5706,0.6150,0.7723,0.8589,0.1226,0.2774,0.7151,0.4899,0.7053,0.6966,M50,MC,MA,Kalamunda
116031316,Lethbridge Park - Tregear,NSW,Metropolitan,1,2024,Sydney - Blacktown,Greater Sydney,0.4585,0.3877,0.4318,0.3060,0.4968,0.4469,0.5210,0.7082,0.5907,0.1750,0.3357,L25,LC,LA,Blacktown
123021441,Leumeah - Minto Heights,NSW,Metropolitan,1,2024,Sydney - Outer South West,Greater Sydney,0.5941,0.5189,0.5904,0.4930,0.7373,0.4774,0.5685,0.6592,0.6310,0.3883,0.3699,M50,MC,MA,Campbelltown (NSW)
402011027,Lewiston - Two Wells,SA,Metropolitan,1,2024,Adelaide - North,Greater Adelaide,0.7315,0.6503,0.7584,0.6759,0.8086,0.4717,0.5000,0.6710,0.7538,0.4587,0.6080,H75,HC,HA,Adelaide Plains
125011586,Lidcombe,NSW,Metropolitan,1,2024,Sydney - Parramatta,Greater Sydney,0.5213,0.4938,0.5367,0.3560,0.6766,0.4796,0.5451,0.6464,0.6901,0.2385,0.3499,M50,MC,MA,Cumberland
405011111,Light,SA,Inner regional,2,2024,Barossa - Yorke - Mid North,Rest of SA,0.7937,0.6809,0.8168,0.7704,0.7236,0.5349,0.4947,0.7058,0.7650,0.5026,0.7835,H75,HC,HA,Light
128011605,Lilli Pilli - Port Hacking - Dolans Bay,NSW,Metropolitan,1,2024,Sydney - Sutherland,Greater Sydney,0.6552,0.8495,0.8584,0.8841,0.8894,0.2076,0.3878,0.7151,0.6611,1.0000,0.6037,H75,MC,HA,Sutherland
211051278,Lilydale - Coldstream,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.8657,0.6399,0.8322,0.6820,0.7952,0.5770,0.5292,0.7498,0.6810,0.5563,0.8015,H75,HC,MA,Yarra Ranges
120021389,Lilyfield - Rozelle,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.7556,0.7775,0.8632,0.6224,0.6899,0.5733,0.4695,0.7266,0.7536,0.7152,0.7410,H75,HC,HA,Inner West
121031408,Lindfield - Roseville,NSW,Metropolitan,1,2024,Sydney - North Sydney and Hornsby,Greater Sydney,0.6635,0.7642,0.8020,0.5724,0.5651,0.5005,0.4575,0.7182,0.7379,0.7142,0.7202,H75,HC,HA,Willoughby; Ku-ring-gai
601021008,Lindisfarne - Rose Bay,TAS,Inner regional,2,2024,Hobart,Greater Hobart,0.5661,0.5739,0.6157,0.4039,0.7044,0.3042,0.8408,0.4082,0.5491,0.6260,0.8100,M50,MC,MA,Clarence
112021248,Lismore,NSW,Inner regional,2,2024,Richmond - Tweed,Rest of NSW,0.6573,0.5295,0.6310,0.4214,0.6703,0.6345,0.6320,0.6304,0.6436,0.3901,0.5861,M50,MC,MA,Lismore
112021249,Lismore Surrounds,NSW,Inner regional,2,2024,Richmond - Tweed,Rest of NSW,0.7056,0.7101,0.7865,0.7641,0.6808,0.6028,0.6093,0.6304,0.7348,0.6112,0.5222,H75,HC,HA,Kyogle; Byron; Lismore; Ballina; Richmond Valley
103031070,Lithgow,NSW,Inner regional,2,2024,Central West,Rest of NSW,0.6664,0.4829,0.6027,0.4691,0.6947,0.6060,0.6139,0.5818,0.4881,0.5320,0.6558,M50,HC,MA,Lithgow
103031071,Lithgow Surrounds,NSW,Inner regional,2,2024,Central West,Rest of NSW,0.7533,0.6008,0.7357,0.7330,0.7838,0.6338,0.6095,0.5818,0.5677,0.6521,0.6078,H75,HC,MA,Lithgow; Bathurst
509011232,Little Grove - Elleker,WA,Outer regional,3,2024,Western Australia - Wheat Belt,Rest of WA,0.5143,0.6001,0.6092,0.9437,0.7005,0.6628,0.2694,0.1366,0.5726,0.6433,0.5757,M50,MC,MA,Albany
127031731,Liverpool - East,NSW,Metropolitan,1,2024,Sydney - South West,Greater Sydney,0.3007,0.4231,0.3912,0.2505,0.4436,0.2977,0.4865,0.6363,0.5410,0.3297,0.1546,L25,LC,LA,Liverpool
127031732,Liverpool - West,NSW,Metropolitan,1,2024,Sydney - South West,Greater Sydney,0.3609,0.4240,0.4158,0.1956,0.6249,0.3677,0.4845,0.6363,0.5457,0.3243,0.2143,L25,LC,LA,Liverpool
401021006,Lobethal - Woodside,SA,Metropolitan,1,2024,Adelaide - Central and Hills,Greater Adelaide,0.9028,0.7004,0.8994,0.7830,0.8764,0.4505,0.5777,0.7654,0.7173,0.6201,0.8448,H75,HC,HA,Adelaide Hills; Mount Barker
216011408,Lockington - Gunbower,VIC,Inner regional,2,2024,Shepparton,Rest of Vic.,0.5455,0.6127,0.6333,0.9235,0.5207,0.1405,0.5524,0.6215,0.6327,0.5772,0.7049,M50,MC,MA,Campaspe
404031106,Lockleys,SA,Metropolitan,1,2024,Adelaide - West,Greater Adelaide,0.6500,0.6206,0.6922,0.5143,0.7457,0.2903,0.5661,0.7083,0.7569,0.3924,0.6638,M50,MC,MA,West Torrens
504031062,Lockridge - Kiara,WA,Metropolitan,1,2024,Perth - North East,Greater Perth,0.5744,0.4614,0.5395,0.5013,0.7048,0.5747,0.2264,0.7227,0.5668,0.3699,0.5242,M50,MC,LA,Swan
310021280,Lockyer Valley - East,QLD,Inner regional,2,2024,Ipswich,Greater Brisbane,0.5115,0.4615,0.5090,0.5052,0.7323,0.5461,0.4232,0.5943,0.5612,0.3787,0.2790,L25,MC,LA,Lockyer Valley; Somerset
317011451,Lockyer Valley - West,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5565,0.6879,0.6923,0.7396,0.7621,0.4635,0.4516,0.5943,0.7045,0.6155,0.2967,M50,MC,HA,Lockyer Valley
202031033,Loddon,VIC,Inner regional,2,2024,Bendigo,Rest of Vic.,0.4719,0.6015,0.5906,0.6746,0.5087,0.1580,0.3840,0.5822,0.5951,0.6124,0.7703,M50,LC,MA,Loddon
128021608,Loftus - Yarrawarrah,NSW,Metropolitan,1,2024,Sydney - Sutherland,Greater Sydney,0.6161,0.7078,0.7366,0.8365,0.7951,0.1721,0.3624,0.7151,0.5189,0.9333,0.7126,H75,MC,HA,Sutherland
311061331,Logan Central,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.2802,0.3277,0.3153,0.0268,0.5602,0.3365,0.4389,0.5997,0.5252,0.1503,0.3262,L25,LC,LA,Logan
311051325,Loganholme - Tanah Merah,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5877,0.5216,0.5891,0.5464,0.8290,0.4832,0.4444,0.5997,0.5928,0.4538,0.3950,M50,MC,MA,Logan
311051326,Loganlea,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4411,0.3864,0.4231,0.2381,0.5755,0.6096,0.4449,0.5997,0.5759,0.1964,0.3541,L25,LC,LA,Logan
311041322,Logan Village,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5694,0.5833,0.6240,0.6670,0.7055,0.6659,0.3867,0.5997,0.6241,0.5313,0.3384,M50,MC,MA,Logan
602031060,Longford,TAS,Inner regional,2,2024,Launceston and North East,Rest of Tas.,0.5646,0.5069,0.5670,0.5243,0.6914,0.3636,0.7079,0.3954,0.6078,0.4001,0.6988,M50,MC,MA,Northern Midlands
205051100,Longford - Loch Sport,VIC,Inner regional,2,2024,Latrobe - Gippsland,Rest of Vic.,0.6969,0.6322,0.7260,0.8043,0.6763,0.5678,0.5770,0.5660,0.6257,0.6272,0.6286,H75,HC,MA,Wellington; East Gippsland
315031412,Longreach,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.5014,0.4207,0.4750,0.7046,0.6579,0.5684,0.4577,0.1097,0.5758,0.2701,0.5518,L25,MC,LA,Longreach
203031049,Lorne - Anglesea,VIC,Inner regional,2,2024,Geelong,Rest of Vic.,0.7567,0.7021,0.8100,0.8090,0.8262,0.5649,0.5626,0.3986,0.5911,0.8178,0.8664,H75,HC,HA,Surf Coast
310021281,Lowood,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4962,0.4718,0.5091,0.5540,0.7321,0.4564,0.4218,0.5817,0.5788,0.3728,0.2750,L25,MC,LA,Somerset
407031162,Loxton,SA,Outer regional,3,2024,South Australia - South East,Rest of SA,0.6061,0.5534,0.6212,0.5849,0.6389,0.3892,0.4928,0.5566,0.5954,0.5147,0.7945,M50,MC,MA,Loxton Waikerie
407031163,Loxton Surrounds,SA,Outer regional,3,2024,South Australia - South East,Rest of SA,0.4285,0.5942,0.5660,0.7963,0.4917,0.2559,0.4893,0.1043,0.6220,0.5564,0.7321,M50,LC,MA,Loxton Waikerie
701011006,Ludmilla - The Narrows,NT,Outer regional,3,2024,Darwin,Greater Darwin,0.3456,0.3960,0.3896,0.4531,0.4729,0.0795,0.5252,0.5772,0.4789,0.3671,0.4480,L25,LC,LA,Darwin
127031599,Lurnea - Cartwright,NSW,Metropolitan,1,2024,Sydney - South West,Greater Sydney,0.3460,0.3412,0.3507,0.2352,0.5718,0.3166,0.4817,0.6363,0.5829,0.0854,0.2023,L25,LC,LA,Liverpool
212031306,Lynbrook - Lyndhurst,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.6404,0.4108,0.5373,0.4385,0.6505,0.7541,0.4411,0.7825,0.5615,0.2717,0.4252,M50,MC,LA,Casey
405011112,Lyndoch,SA,Metropolitan,1,2024,Barossa - Yorke - Mid North,Rest of SA,0.8084,0.6869,0.8300,0.8566,0.8083,0.5312,0.4942,0.6485,0.7419,0.5529,0.7929,H75,HC,HA,Barossa
801051057,Lyneham,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.4746,0.7348,0.6870,0.4299,0.4999,0.3744,0.2655,0.5987,0.8392,0.4862,0.7726,M50,MC,HA,Unincorporated ACT
801091105,Lyons (ACT),ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.3819,0.4951,0.4753,0.4705,0.5159,0.0873,0.2783,0.5987,0.5117,0.5224,0.7912,L25,LC,MA,Unincorporated ACT
701021021,Lyons (NT),NT,Outer regional,3,2024,Darwin,Greater Darwin,0.2699,0.3764,0.3462,0.5802,0.3424,0.0201,0.5353,0.5772,0.3863,0.4602,0.2747,L25,LC,LA,Darwin
211011255,Lysterfield,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.8872,0.7676,0.9372,0.7792,0.8323,0.7876,0.5442,0.7416,0.7187,0.7514,0.6097,H75,HC,HA,Yarra Ranges; Knox
801071083,Macarthur,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.5313,0.8564,0.8004,0.9519,0.5899,0.2383,0.2436,0.5987,0.7253,0.9151,0.7410,H75,MC,HA,Unincorporated ACT
210021233,Macedon,VIC,Inner regional,2,2024,Melbourne - North West,Greater Melbourne,0.7157,0.7661,0.8321,0.9369,0.8967,0.1515,0.4516,0.7498,0.7048,0.7704,0.7364,H75,HC,HA,Macedon Ranges
801011019,Macgregor (ACT),ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.4052,0.7277,0.6512,0.5579,0.4979,0.1440,0.2672,0.5987,0.7695,0.5898,0.7250,M50,LC,HA,Unincorporated ACT
303031061,Macgregor (Qld),QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5274,0.6172,0.6277,0.3067,0.7509,0.3786,0.4360,0.6180,0.7187,0.4490,0.5352,M50,MC,MA,Brisbane
312021346,Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5018,0.3909,0.4540,0.3796,0.6041,0.3699,0.4329,0.5966,0.5486,0.2496,0.5201,L25,MC,LA,Mackay
312021347,Mackay Harbour,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.6460,0.4628,0.5774,0.7988,0.6928,0.5704,0.4297,0.5966,0.5001,0.4734,0.5148,M50,MC,LA,Mackay
108021157,Macksville - Scotts Head,NSW,Inner regional,2,2024,Mid North Coast,Rest of NSW,0.5899,0.4661,0.5506,0.4569,0.6168,0.5932,0.6032,0.5538,0.4941,0.4891,0.5499,M50,MC,LA,Nambucca Valley
104011082,Maclean - Yamba - Iluka,NSW,Inner regional,2,2024,Coffs Harbour - Grafton,Rest of NSW,0.5311,0.5285,0.5661,0.5335,0.7280,0.5453,0.6198,0.1364,0.5195,0.5783,0.5472,M50,MC,MA,Clarence Valley; Richmond Valley
801011020,Macquarie,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.4483,0.5217,0.5230,0.4690,0.5637,0.2089,0.2699,0.5987,0.5988,0.4448,0.7931,M50,LC,MA,Unincorporated ACT
123021706,Macquarie Fields,NSW,Metropolitan,1,2024,Sydney - Outer South West,Greater Sydney,0.5369,0.4424,0.5075,0.3492,0.6460,0.6599,0.5620,0.6592,0.5593,0.3419,0.3178,L25,MC,LA,Campbelltown (NSW)
126021500,Macquarie Park - Marsfield,NSW,Metropolitan,1,2024,Sydney - Ryde,Greater Sydney,0.5206,0.5583,0.5825,0.3695,0.6484,0.2448,0.4556,0.7176,0.7197,0.3252,0.5856,M50,MC,MA,Ryde
506041136,Maddington - Orange Grove - Martin,WA,Metropolitan,1,2024,Perth - South East,Greater Perth,0.3743,0.3153,0.3437,0.3384,0.7679,0.1024,0.2762,0.6982,0.4042,0.3079,0.4288,L25,LC,LA,Gosnells
505031305,Madeley - Darch,WA,Metropolitan,1,2024,Perth - North West,Greater Perth,0.5612,0.3979,0.4876,0.5683,0.8879,0.2579,0.2188,0.7530,0.4380,0.4311,0.5657,L25,MC,LA,Wanneroo
205051101,Maffra,VIC,Inner regional,2,2024,Latrobe - Gippsland,Rest of Vic.,0.4376,0.6236,0.5909,0.6880,0.7057,0.1552,0.5752,0.1583,0.6259,0.6096,0.6494,M50,LC,MA,Wellington
318021483,Magnetic Island,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4595,0.5272,0.5319,0.6188,0.6824,0.6623,0.3650,0.1974,0.6351,0.3990,0.4298,M50,LC,MA,Townsville
202011023,Maiden Gully,VIC,Inner regional,2,2024,Bendigo,Rest of Vic.,0.7981,0.7082,0.8389,0.7666,0.8049,0.6161,0.6154,0.6788,0.6384,0.7589,0.5578,H75,HC,HA,Greater Bendigo
309101269,Main Beach,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5668,0.6664,0.6820,0.6395,0.7453,0.2941,0.4101,0.6066,0.6860,0.6017,0.5680,M50,MC,HA,Gold Coast
106021114,Maitland,NSW,Metropolitan,1,2024,Hunter Valley exc Newcastle,Rest of NSW,0.6518,0.5415,0.6367,0.5619,0.6201,0.5828,0.5671,0.6774,0.5702,0.5290,0.4980,M50,MC,MA,Maitland
106021116,Maitland - North,NSW,Metropolitan,1,2024,Hunter Valley exc Newcastle,Rest of NSW,0.7817,0.7126,0.8322,0.7508,0.7776,0.7014,0.5681,0.6774,0.6498,0.7501,0.5400,H75,HC,HA,Maitland
118021652,Malabar - La Perouse,NSW,Metropolitan,1,2024,Sydney - Eastern Suburbs,Greater Sydney,0.6416,0.5971,0.6710,0.6747,0.7557,0.3247,0.3645,0.7166,0.6900,0.4547,0.6662,M50,MC,MA,Randwick
701021022,Malak - Marrara,NT,Outer regional,3,2024,Darwin,Greater Darwin,0.4207,0.4064,0.4285,0.4503,0.7591,0.0939,0.5321,0.5772,0.4770,0.3915,0.4359,L25,LC,LA,Darwin
306051169,Malanda - Yungaburra,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4524,0.5966,0.5783,0.7094,0.6895,0.5480,0.4588,0.0914,0.6064,0.5853,0.3901,M50,LC,MA,Tablelands
405011113,Mallala,SA,Inner regional,2,2024,Barossa - Yorke - Mid North,Rest of SA,0.6885,0.6732,0.7506,0.6170,0.6491,0.5043,0.4893,0.6420,0.8047,0.4194,0.7762,H75,HC,HA,Adelaide Plains
208041195,Malvern East,VIC,Metropolitan,1,2024,Melbourne - Inner South,Greater Melbourne,0.6550,0.6974,0.7497,0.5349,0.7675,0.1534,0.4589,0.9121,0.7096,0.6263,0.7268,H75,MC,HA,Stonnington
208041194,Malvern - Glen Iris,VIC,Metropolitan,1,2024,Melbourne - Inner South,Greater Melbourne,0.6512,0.7544,0.7884,0.5646,0.7690,0.1274,0.4609,0.9121,0.7582,0.6618,0.7261,H75,MC,HA,Stonnington
502011025,Mandurah,WA,Metropolitan,1,2024,Mandurah,Greater Perth,0.3438,0.2394,0.2771,0.2683,0.6358,0.1489,0.2594,0.6409,0.3564,0.2156,0.4882,L25,LC,LA,Mandurah
502011026,Mandurah - East,WA,Metropolitan,1,2024,Mandurah,Greater Perth,0.5317,0.4200,0.4890,0.5647,0.5868,0.6064,0.2583,0.6320,0.4488,0.4607,0.5210,L25,MC,LA,Mandurah; Murray
502011027,Mandurah - North,WA,Metropolitan,1,2024,Mandurah,Greater Perth,0.5548,0.3916,0.4799,0.5468,0.6478,0.6968,0.2583,0.6409,0.3625,0.5241,0.4804,L25,MC,LA,Mandurah; Murray
502011028,Mandurah - South,WA,Metropolitan,1,2024,Mandurah,Greater Perth,0.4918,0.3550,0.4237,0.2982,0.6471,0.6649,0.2594,0.6409,0.4057,0.3885,0.4969,L25,MC,LA,Mandurah
314021578,Mango Hill,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.4998,0.4181,0.4725,0.4295,0.5571,0.5736,0.3573,0.6039,0.4614,0.4386,0.4406,L25,MC,LA,Moreton Bay
501031019,Manjimup,WA,Outer regional,3,2024,Bunbury,Rest of WA,0.3045,0.4598,0.4189,0.5635,0.6225,0.1108,0.2526,0.1363,0.4579,0.5288,0.7284,L25,LC,LA,Manjimup
122011419,Manly - Fairlight,NSW,Metropolitan,1,2024,Sydney - Northern Beaches,Greater Sydney,0.6146,0.7904,0.7948,0.5899,0.5999,0.4029,0.3805,0.7198,0.7369,0.7675,0.6672,H75,MC,HA,Northern Beaches
301031015,Manly - Lota,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6788,0.7181,0.7774,0.6555,0.8654,0.3944,0.3664,0.6180,0.7339,0.6288,0.7365,H75,HC,HA,Brisbane
122031430,Manly Vale - Allambie Heights,NSW,Metropolitan,1,2024,Sydney - Northern Beaches,Greater Sydney,0.7371,0.7260,0.8157,0.6374,0.7357,0.5740,0.3986,0.7198,0.7084,0.6852,0.6966,H75,HC,HA,Northern Beaches
301031016,Manly West,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6495,0.6331,0.7009,0.6302,0.8161,0.4073,0.3666,0.6180,0.6513,0.5895,0.6930,M50,MC,MA,Brisbane
506071146,Manning - Waterford,WA,Metropolitan,1,2024,Perth - South East,Greater Perth,0.7002,0.4898,0.6262,0.5752,0.7871,0.6072,0.2914,0.7950,0.5244,0.4928,0.5723,M50,HC,MA,South Perth
407031164,Mannum,SA,Inner regional,2,2024,South Australia - South East,Rest of SA,0.5011,0.5694,0.5811,0.6392,0.5866,0.4370,0.4828,0.1257,0.6214,0.5070,0.8097,M50,MC,MA,Karoonda East Murray; Mid Murray
306021151,Manoora,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.3681,0.4465,0.4349,0.2209,0.4105,0.7041,0.4725,0.5949,0.6717,0.1676,0.2224,L25,LC,LA,Cairns
213051579,Manor Lakes - Quandong,VIC,Metropolitan,1,2024,Melbourne - West,Greater Melbourne,0.4394,0.5282,0.5236,0.4029,0.5454,0.2070,0.4748,0.8025,0.6666,0.3502,0.3401,M50,LC,MA,Wyndham
303031062,Mansfield (Qld),QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6423,0.6158,0.6847,0.4997,0.8228,0.3894,0.4346,0.6180,0.6928,0.4885,0.7014,M50,MC,MA,Brisbane
204011057,Mansfield (Vic.),VIC,Inner regional,2,2024,Hume,Rest of Vic.,0.6119,0.5835,0.6456,0.7597,0.7862,0.4842,0.5748,0.1490,0.6009,0.5672,0.6931,M50,MC,MA,Benalla; Mansfield; Murrindindi; Unincorporated Vic
306021152,Manunda,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4455,0.3998,0.4347,0.2645,0.6404,0.6321,0.4730,0.5949,0.6130,0.1648,0.2810,L25,LC,LA,Cairns
505031104,Marangaroo,WA,Metropolitan,1,2024,Perth - North West,Greater Perth,0.4762,0.4025,0.4504,0.3944,0.7172,0.2541,0.2199,0.7530,0.5122,0.3306,0.5780,L25,MC,LA,Wanneroo
316031426,Marcoola - Mudjimba,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6594,0.5930,0.6776,0.5998,0.7418,0.5497,0.4328,0.5994,0.6310,0.5402,0.6249,M50,MC,MA,Sunshine Coast
