state,lga_id,lga_name,sa2_count,mean_remoteness_score,worst_remoteness_score,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital
VIC,1276,Macedon Ranges,6,1.643,2,0.8399,0.6814,0.8481,0.7592,0.8127,0.5195,0.5138,0.7498,0.6732,0.6507,0.7547
VIC,1277,Manningham,9,1.0,1,0.7184,0.6583,0.7584,0.6167,0.8512,0.3424,0.5402,0.7055,0.6371,0.6596,0.6975
VIC,1278,Mansfield,3,2.0,2,0.6109,0.5838,0.6453,0.7606,0.785,0.4821,0.5747,0.149,0.601,0.5675,0.6933
VIC,1279,Maribyrnong,6,1.0,1,0.5652,0.555,0.6024,0.4538,0.7229,0.1835,0.5113,0.8025,0.7165,0.3212,0.5573
VIC,1280,Maroondah,9,1.0,1,0.7448,0.6057,0.7383,0.5599,0.8044,0.3352,0.555,0.7955,0.6431,0.5457,0.7269
VIC,1281,Melbourne,15,1.0,1,0.6075,0.7562,0.7681,0.4544,0.5828,0.2217,0.6085,0.978,0.8938,0.4291,0.531
VIC,1282,Melton,15,1.0,1,0.5633,0.5039,0.5657,0.4993,0.6428,0.4634,0.4667,0.7731,0.6688,0.2921,0.3517
VIC,1283,Merri-bek,16,1.0,1,0.6018,0.5216,0.5974,0.4584,0.7269,0.1728,0.5004,0.803,0.6194,0.4098,0.7247
VIC,1284,Mildura,6,3.0,3,0.4248,0.645,0.6008,0.7179,0.5495,0.2831,0.5805,0.1468,0.7023,0.5325,0.5561
VIC,1285,Mitchell,6,1.823,2,0.7393,0.5765,0.7109,0.7429,0.6031,0.6277,0.5575,0.7125,0.605,0.5442,0.6421
VIC,1286,Moira,4,2.0,2,0.4942,0.5786,0.5848,0.695,0.5467,0.1322,0.5292,0.5854,0.5845,0.5822,0.7162
VIC,1287,Monash,11,1.0,1,0.584,0.643,0.6747,0.4418,0.7895,0.1635,0.5502,0.7443,0.7887,0.3841,0.6172
VIC,1288,Moonee Valley,11,1.0,1,0.6321,0.584,0.6572,0.5451,0.7936,0.1769,0.5026,0.7583,0.6396,0.5069,0.7005
VIC,1289,Moorabool,8,1.907,2,0.8019,0.6373,0.7919,0.7914,0.7554,0.4781,0.5609,0.728,0.6619,0.5812,0.7393
VIC,1290,Mornington Peninsula,10,1.0,1,0.6502,0.6214,0.6932,0.768,0.847,0.1271,0.5475,0.6818,0.6423,0.5786,0.7197
VIC,1291,Mount Alexander,5,2.0,2,0.6998,0.7115,0.7845,0.7952,0.7123,0.2531,0.5932,0.6628,0.6666,0.7217,0.8629
VIC,1292,Moyne,8,2.006,3,0.6213,0.5887,0.6548,0.8235,0.5679,0.2147,0.5856,0.6436,0.6092,0.5647,0.8159
VIC,1293,Murrindindi,5,2.0,2,0.5569,0.5833,0.6194,0.7294,0.6441,0.2598,0.5636,0.3853,0.606,0.558,0.7846
VIC,1294,Nillumbik,7,1.0,1,0.8403,0.744,0.8912,0.8847,0.8331,0.2992,0.5354,0.8445,0.7059,0.7243,0.7857
VIC,1295,Northern Grampians,3,2.007,3,0.5657,0.6071,0.6396,0.6111,0.5572,0.2386,0.5714,0.6012,0.6359,0.561,0.7804
VIC,1296,Port Phillip,8,1.0,1,0.6437,0.7626,0.7906,0.5254,0.6827,0.1725,0.5668,0.8856,0.8445,0.5317,0.7001
VIC,1297,Pyrenees,3,2.0,2,0.5381,0.5444,0.5809,0.7334,0.5745,0.1382,0.4835,0.6184,0.5914,0.5023,0.8203
VIC,1298,Queenscliffe,1,2.0,2,0.638,0.6507,0.7073,0.6789,0.7377,0.1858,0.5614,0.6689,0.632,0.6545,0.8065
VIC,1299,South Gippsland,6,2.0,2,0.5922,0.6423,0.6781,0.7213,0.6801,0.1684,0.5761,0.6116,0.65,0.6097,0.7639
VIC,1300,Southern Grampians,4,2.009,3,0.5305,0.6266,0.636,0.8479,0.5261,0.1311,0.5826,0.5114,0.6381,0.5968,0.8242
VIC,1301,Stonnington,7,1.0,1,0.6528,0.7451,0.7827,0.53,0.7249,0.1548,0.5263,0.9121,0.7604,0.639,0.7112
VIC,1302,Strathbogie,3,2.0,2,0.6244,0.5716,0.6453,0.6682,0.577,0.319,0.5592,0.6062,0.5984,0.547,0.878
VIC,1303,Surf Coast,5,1.325,2,0.7558,0.695,0.805,0.8289,0.7735,0.3877,0.5092,0.6679,0.6049,0.7832,0.8078
VIC,1304,Swan Hill,5,3.0,3,0.4616,0.6289,0.6056,0.6327,0.5895,0.2156,0.5507,0.3884,0.6743,0.5448,0.6502
VIC,1305,Towong,2,2.0,2,0.4653,0.6536,0.6248,0.7981,0.5272,0.1649,0.593,0.1334,0.6959,0.5604,0.8763
VIC,1317,Unincorporated Vic,7,2.009,3,0.5735,0.6157,0.6496,0.7723,0.7268,0.3728,0.5822,0.1632,0.6267,0.5921,0.7685
VIC,1306,Wangaratta,2,2.0,2,0.5007,0.6462,0.6358,0.8649,0.6653,0.2487,0.5686,0.1704,0.6327,0.6444,0.6967
VIC,1307,Warrnambool,3,2.0,2,0.7731,0.5649,0.7219,0.585,0.7207,0.6557,0.5958,0.6728,0.541,0.6198,0.7087
VIC,1308,Wellington,6,2.105,3,0.4987,0.6199,0.6185,0.7188,0.618,0.2484,0.5769,0.3538,0.6294,0.5968,0.6351
VIC,1309,West Wimmera,3,3.0,3,0.416,0.615,0.5754,0.6841,0.5143,0.1215,0.5691,0.1271,0.659,0.5406,0.8704
VIC,1310,Whitehorse,13,1.0,1,0.6143,0.6138,0.6695,0.4529,0.7795,0.1704,0.5693,0.7554,0.706,0.4608,0.7034
VIC,1311,Whittlesea,18,1.0,1,0.6609,0.6257,0.704,0.5333,0.6553,0.5912,0.528,0.7337,0.7472,0.4155,0.4868
VIC,1312,Wodonga,3,2.0,2,0.6886,0.637,0.7255,0.5675,0.6593,0.5797,0.5831,0.7024,0.6472,0.6032,0.5405
VIC,1313,Wyndham,20,1.0,1,0.5664,0.6085,0.644,0.4186,0.622,0.4507,0.478,0.8011,0.7821,0.3201,0.3955
VIC,1314,Yarra,8,1.0,1,0.6995,0.7632,0.8218,0.5654,0.6618,0.1682,0.6124,0.9739,0.8259,0.5656,0.7466
VIC,1315,Yarra Ranges,17,1.497,2,0.6405,0.5892,0.6745,0.6463,0.7063,0.3722,0.5349,0.5661,0.6783,0.4502,0.6447
VIC,1316,Yarriambiack,4,2.992,3,0.3897,0.5646,0.5283,0.6043,0.509,0.1274,0.5704,0.1158,0.5986,0.5325,0.8127
WA,1473,Albany,5,3.0,3,0.3997,0.6146,0.5684,0.9503,0.5654,0.3765,0.2663,0.1501,0.5989,0.6327,0.4723
WA,1474,Armadale,8,1.0,1,0.5755,0.4517,0.5369,0.6439,0.7712,0.5128,0.2872,0.6282,0.4305,0.5481,0.4898
WA,1475,Ashburton,1,5.0,5,0.2745,0.3094,0.3001,0.7856,0.3517,0.24,0.2878,0.176,0.3198,0.4144,0.3607
WA,1476,Augusta Margaret River,3,2.025,3,0.4735,0.5945,0.5866,0.7622,0.6801,0.562,0.2524,0.2284,0.5901,0.6058,0.5829
WA,1477,Bassendean,1,1.0,1,0.5117,0.4323,0.4882,0.5673,0.8401,0.1735,0.2184,0.7201,0.4884,0.4282,0.6155
WA,1478,Bayswater,5,1.0,1,0.4907,0.4053,0.4603,0.5128,0.7801,0.1985,0.2198,0.7205,0.4555,0.4204,0.6269
WA,1479,Belmont,5,1.0,1,0.4305,0.4333,0.4527,0.4447,0.7129,0.2037,0.2863,0.7227,0.5391,0.3539,0.3719
WA,1480,Beverley,1,2.0,2,0.3867,0.5283,0.501,0.6738,0.5178,0.4512,0.2556,0.1122,0.5444,0.541,0.6408
WA,1481,Boddington,1,2.0,2,0.4548,0.4567,0.4795,0.6961,0.5979,0.5729,0.2572,0.1506,0.459,0.5209,0.689
WA,1482,Boyup Brook,1,2.0,2,0.4208,0.5345,0.52,0.7358,0.5586,0.4282,0.2493,0.1328,0.5075,0.608,0.7332
WA,1483,Bridgetown-Greenbushes,1,2.0,2,0.4208,0.5345,0.52,0.7358,0.5586,0.4282,0.2493,0.1328,0.5075,0.608,0.7332
WA,1484,Brookton,1,3.0,3,0.2969,0.4352,0.3984,0.7307,0.4878,0.0832,0.2658,0.1052,0.4493,0.4911,0.7276
WA,1485,Broome,2,4.0,4,0.0976,0.2607,0.2045,0.4932,0.3998,0.1326,0.2417,0.1408,0.3286,0.3004,0.0001
WA,1486,Broomehill-Tambellup,1,3.0,3,0.352,0.5443,0.4981,0.8106,0.4774,0.2267,0.2664,0.1239,0.5967,0.4942,0.6732
WA,1487,Bruce Rock,1,3.0,3,0.2981,0.4328,0.3971,0.732,0.5459,0.0701,0.2633,0.1179,0.5161,0.3878,0.7
WA,1488,Bunbury,5,2.0,2,0.4715,0.4384,0.4742,0.4256,0.7155,0.3515,0.2529,0.6366,0.4591,0.4823,0.5592
WA,1489,Busselton,4,2.0,2,0.5081,0.6218,0.6221,0.7623,0.775,0.6183,0.25,0.3023,0.565,0.6977,0.5095
WA,1490,Cambridge,6,1.0,1,0.5423,0.6927,0.6891,0.6844,0.7552,0.1367,0.3028,0.8233,0.5842,0.808,0.5653
WA,1491,Canning,7,1.0,1,0.5341,0.4528,0.5152,0.4685,0.7536,0.4325,0.2929,0.7375,0.5334,0.4012,0.4307
WA,1492,Capel,3,2.0,2,0.6571,0.6123,0.6903,0.7135,0.7256,0.6482,0.2503,0.7201,0.5566,0.6912,0.5726
WA,1493,Carnamah,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1494,Carnarvon,2,5.0,5,0.3033,0.3537,0.3427,0.7916,0.5971,0.1891,0.2611,0.1502,0.3832,0.4179,0.3921
WA,1495,Chapman Valley,2,3.0,3,0.3536,0.3896,0.3883,0.8264,0.5244,0.3316,0.3001,0.1246,0.4391,0.4122,0.4086
WA,1496,Chittering,1,2.0,2,0.416,0.5735,0.5458,0.7999,0.6819,0.3779,0.2498,0.1824,0.5578,0.6122,0.5418
WA,1498,Claremont,2,1.0,1,0.4741,0.6548,0.63,0.5486,0.7212,0.095,0.3127,0.7801,0.5681,0.7584,0.5419
WA,1499,Cockburn,14,1.129,2,0.5737,0.507,0.5741,0.5726,0.7529,0.4481,0.2608,0.7451,0.5332,0.5132,0.5126
WA,1501,Collie,1,2.0,2,0.2866,0.4726,0.4212,0.478,0.5578,0.157,0.2533,0.1347,0.4807,0.5219,0.6968
WA,1502,Coolgardie,1,4.0,4,0.2121,0.2934,0.2659,0.502,0.5332,0.0906,0.2858,0.1196,0.3333,0.3625,0.3901
WA,1503,Coorow,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1504,Corrigin,1,3.0,3,0.2969,0.4352,0.3984,0.7307,0.4878,0.0832,0.2658,0.1052,0.4493,0.4911,0.7276
WA,1505,Cottesloe,2,1.0,1,0.5474,0.779,0.753,0.7336,0.7338,0.1015,0.3085,0.8443,0.6306,0.9092,0.6028
WA,1506,Cranbrook,1,3.0,3,0.352,0.5443,0.4981,0.8106,0.4774,0.2267,0.2664,0.1239,0.5967,0.4942,0.6732
WA,1507,Cuballing,1,3.0,3,0.3245,0.4547,0.4231,0.8097,0.5313,0.1194,0.2638,0.1213,0.4697,0.5015,0.6892
WA,1508,Cue,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1509,Cunderdin,1,3.0,3,0.2808,0.4646,0.4133,0.6969,0.4962,0.0609,0.2617,0.1106,0.4977,0.4807,0.7114
WA,1510,Dalwallinu,1,3.0,3,0.2959,0.4696,0.4226,0.7608,0.4978,0.0924,0.2611,0.1256,0.5259,0.449,0.6714
WA,1511,Dandaragan,1,2.0,2,0.3719,0.5102,0.482,0.6716,0.5443,0.5501,0.2532,0.1256,0.5482,0.4987,0.4601
WA,1512,Dardanup,3,2.0,2,0.5398,0.5845,0.6104,0.8991,0.8095,0.6066,0.2506,0.186,0.5094,0.7051,0.5962
WA,1513,Denmark,1,3.0,3,0.4949,0.565,0.5751,0.6974,0.7302,0.6263,0.2711,0.1338,0.5692,0.5782,0.6382
WA,1514,Derby-West Kimberley,4,4.992,5,0.1895,0.257,0.2321,0.4659,0.3724,0.4094,0.2894,0.073,0.3258,0.2965,0.1234
WA,1515,Donnybrook-Balingup,1,2.0,2,0.4941,0.5183,0.5414,0.7028,0.6993,0.5967,0.2429,0.1485,0.4795,0.6159,0.7311
WA,1516,Dowerin,1,3.0,3,0.286,0.498,0.4391,0.7471,0.4697,0.0791,0.2608,0.1106,0.5438,0.4804,0.6939
WA,1517,Dumbleyung,1,4.0,4,0.3183,0.4484,0.4161,0.8724,0.472,0.0879,0.2645,0.1247,0.4734,0.4831,0.7214
WA,1518,Dundas,1,4.0,4,0.2121,0.2934,0.2659,0.502,0.5332,0.0906,0.2858,0.1196,0.3333,0.3625,0.3901
WA,1519,East Fremantle,1,1.0,1,0.5815,0.6464,0.6751,0.6749,0.816,0.135,0.2739,0.8059,0.5334,0.7927,0.6844
WA,1520,East Pilbara,2,5.0,5,0.1627,0.271,0.2329,0.5947,0.2162,0.2447,0.1916,0.156,0.3599,0.2779,0.2248
WA,1521,Esperance,2,4.0,4,0.3442,0.3969,0.3897,0.8201,0.4613,0.3152,0.2876,0.1273,0.4173,0.4585,0.4929
WA,1522,Exmouth,1,5.0,5,0.3033,0.3537,0.3427,0.792,0.5972,0.1891,0.2611,0.1495,0.3831,0.418,0.3923
WA,1523,Fremantle,2,1.586,2,0.5329,0.5291,0.5678,0.5725,0.784,0.1819,0.2745,0.6954,0.5839,0.4827,0.7102
WA,1524,Gingin,1,2.0,2,0.3719,0.5102,0.482,0.6716,0.5443,0.5501,0.2532,0.1256,0.5482,0.4987,0.4601
WA,1525,Gnowangerup,1,4.0,4,0.3041,0.5181,0.4604,0.7871,0.4746,0.0812,0.2634,0.1375,0.5995,0.4363,0.7206
WA,1526,Goomalling,1,3.0,3,0.286,0.498,0.4391,0.7471,0.4697,0.0791,0.2608,0.1106,0.5438,0.4804,0.6939
WA,1527,Gosnells,6,1.0,1,0.4176,0.3341,0.3769,0.3839,0.7307,0.2361,0.2763,0.6982,0.4051,0.3454,0.4202
WA,1528,Greater Geraldton,5,3.0,3,0.3526,0.3882,0.3869,0.8257,0.5249,0.328,0.3001,0.1218,0.438,0.4109,0.4103
WA,1529,Halls Creek,2,5.0,5,0.1186,0.2087,0.174,0.3102,0.2668,0.3855,0.2636,0.0561,0.2753,0.2643,0.0724
WA,1530,Harvey,2,2.0,2,0.3307,0.5288,0.4791,0.601,0.6337,0.1758,0.251,0.1966,0.5044,0.6011,0.6406
WA,1531,Irwin,1,3.0,3,0.4294,0.3768,0.4111,0.6952,0.6771,0.5784,0.2993,0.1022,0.3952,0.4485,0.4636
WA,1532,Jerramungup,2,4.0,4,0.3102,0.499,0.4492,0.7926,0.472,0.1178,0.2672,0.1358,0.5708,0.4398,0.6847
WA,1533,Joondalup,15,1.0,1,0.6529,0.5171,0.6216,0.6619,0.8339,0.4488,0.2333,0.759,0.4541,0.6483,0.6414
WA,1534,Kalamunda,4,1.0,1,0.5652,0.5485,0.5972,0.7406,0.8531,0.143,0.2775,0.7151,0.479,0.6765,0.6759
WA,1535,Kalgoorlie-Boulder,4,3.999,4,0.2122,0.2935,0.266,0.502,0.5332,0.0907,0.2858,0.12,0.3333,0.3626,0.3901
WA,1536,Karratha,2,4.0,4,0.2513,0.2985,0.2837,0.7501,0.4005,0.1336,0.3065,0.1994,0.2835,0.4408,0.3647
WA,1537,Katanning,1,3.0,3,0.2858,0.4981,0.4391,0.475,0.5878,0.1673,0.2727,0.113,0.5269,0.506,0.6216
WA,1538,Kellerberrin,1,3.0,3,0.2808,0.4646,0.4133,0.6969,0.4962,0.0609,0.2617,0.1106,0.4977,0.4807,0.7114
WA,1539,Kent,1,4.0,4,0.3041,0.5181,0.4604,0.7871,0.4746,0.0812,0.2634,0.1375,0.5995,0.4363,0.7206
WA,1540,Kojonup,1,3.0,3,0.352,0.5443,0.4981,0.8106,0.4774,0.2267,0.2664,0.1239,0.5967,0.4942,0.6732
WA,1541,Kondinin,1,4.0,4,0.3183,0.4484,0.4161,0.8724,0.472,0.0879,0.2645,0.1247,0.4734,0.4831,0.7214
WA,1542,Koorda,1,3.0,3,0.286,0.498,0.4391,0.7471,0.4697,0.0791,0.2608,0.1106,0.5438,0.4804,0.6939
WA,1543,Kulin,1,4.0,4,0.3183,0.4484,0.4161,0.8724,0.472,0.0879,0.2645,0.1247,0.4734,0.4831,0.7214
WA,1544,Kwinana,4,1.0,1,0.4389,0.3745,0.4141,0.5062,0.6866,0.29,0.2533,0.7387,0.404,0.4296,0.3639
WA,1545,Lake Grace,1,4.0,4,0.3183,0.4484,0.4161,0.8724,0.472,0.0879,0.2645,0.1247,0.4734,0.4831,0.7214
WA,1546,Laverton,1,5.0,5,0.1551,0.2967,0.2487,0.5098,0.1656,0.4077,0.1327,0.0936,0.3729,0.3136,0.2584
WA,1547,Leonora,1,5.0,5,0.1551,0.2967,0.2487,0.5098,0.1656,0.4077,0.1327,0.0936,0.3729,0.3136,0.2584
WA,1548,Mandurah,8,1.0,1,0.4896,0.4064,0.46,0.5383,0.6449,0.6575,0.2574,0.5107,0.4075,0.4909,0.4745
WA,1549,Manjimup,2,3.0,3,0.3963,0.5273,0.5045,0.7435,0.5706,0.3229,0.2497,0.1172,0.504,0.5986,0.7342
WA,1550,Meekatharra,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1551,Melville,11,1.0,1,0.6277,0.5174,0.6087,0.605,0.8199,0.4051,0.2754,0.756,0.4787,0.6143,0.5964
WA,1552,Menzies,1,5.0,5,0.1551,0.2967,0.2487,0.5098,0.1656,0.4077,0.1327,0.0936,0.3729,0.3136,0.2584
WA,1553,Merredin,1,3.0,3,0.2981,0.4328,0.3971,0.732,0.5459,0.0701,0.2633,0.1179,0.5161,0.3878,0.7
WA,1554,Mingenew,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1555,Moora,1,3.0,3,0.2959,0.4696,0.4226,0.7608,0.4978,0.0924,0.2611,0.1256,0.5259,0.449,0.6714
WA,1556,Morawa,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1557,Mosman Park,1,1.0,1,0.55,0.614,0.6363,0.5873,0.7811,0.1033,0.3055,0.795,0.5713,0.673,0.7113
WA,1558,Mount Magnet,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1559,Mount Marshall,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1560,Mukinbudin,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1561,Mundaring,6,1.46,2,0.5915,0.4696,0.5561,0.7848,0.777,0.369,0.2163,0.7177,0.4201,0.6011,0.5889
WA,1562,Murchison,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1563,Murray,5,1.494,2,0.5058,0.4339,0.4871,0.6189,0.6307,0.5834,0.2575,0.3935,0.4548,0.4803,0.6209
WA,1564,Nannup,2,2.944,3,0.4043,0.5346,0.5131,0.7534,0.5744,0.3462,0.2498,0.121,0.5112,0.6027,0.7257
WA,1565,Narembeen,1,3.0,3,0.2981,0.4328,0.3971,0.732,0.5459,0.0701,0.2633,0.1179,0.5161,0.3878,0.7
WA,1566,Narrogin,2,3.0,3,0.2821,0.4406,0.3973,0.7164,0.572,0.1185,0.2651,0.1247,0.4436,0.5097,0.5265
WA,1567,Nedlands,5,1.0,1,0.5331,0.6821,0.6769,0.6467,0.7235,0.1371,0.3113,0.8217,0.5732,0.8044,0.5817
WA,1568,Ngaanyatjarraku,1,5.0,5,0.1551,0.2967,0.2487,0.5098,0.1656,0.4077,0.1327,0.0936,0.3729,0.3136,0.2584
WA,1569,Northam,1,2.0,2,0.325,0.4625,0.4288,0.5566,0.7439,0.1074,0.252,0.1442,0.4765,0.5073,0.686
WA,1570,Northampton,1,3.0,3,0.3512,0.3881,0.3862,0.8307,0.5214,0.3262,0.3001,0.1138,0.4385,0.4099,0.413
WA,1571,Nungarin,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1572,Peppermint Grove,1,1.0,1,0.55,0.614,0.6363,0.5873,0.7811,0.1033,0.3055,0.795,0.5713,0.673,0.7113
WA,1573,Perenjori,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1574,Perth,3,1.0,1,0.4986,0.624,0.6194,0.5112,0.5997,0.1867,0.3108,0.8792,0.6233,0.6136,0.5289
WA,1575,Pingelly,1,3.0,3,0.2969,0.4352,0.3984,0.7307,0.4878,0.0832,0.2658,0.1052,0.4493,0.4911,0.7276
WA,1576,Plantagenet,1,3.0,3,0.2956,0.5564,0.4845,0.6703,0.5088,0.1221,0.269,0.1204,0.5743,0.5531,0.6669
WA,1577,Port Hedland,3,4.994,5,0.1645,0.2716,0.234,0.5954,0.2176,0.2467,0.1922,0.1592,0.3598,0.2793,0.225
WA,1578,Quairading,1,3.0,3,0.2808,0.4646,0.4133,0.6969,0.4962,0.0609,0.2617,0.1106,0.4977,0.4807,0.7114
WA,1579,Ravensthorpe,1,4.0,4,0.343,0.3973,0.3895,0.8219,0.458,0.3129,0.2875,0.1265,0.418,0.4583,0.4932
WA,1580,Rockingham,10,1.0,1,0.5511,0.4026,0.4863,0.5128,0.6638,0.6611,0.2631,0.7179,0.4375,0.44,0.4136
WA,1581,Sandstone,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1582,Serpentine-Jarrahdale,3,1.0,1,0.4926,0.4442,0.4878,0.7851,0.7377,0.6758,0.2313,0.2555,0.3946,0.5863,0.5103
WA,1583,Shark Bay,1,5.0,5,0.3033,0.3537,0.3427,0.792,0.5972,0.1891,0.2611,0.1495,0.3831,0.418,0.3923
WA,1584,South Perth,3,1.0,1,0.564,0.516,0.5752,0.5684,0.7597,0.2755,0.2926,0.795,0.5329,0.533,0.5678
WA,1585,Stirling,15,1.0,1,0.5351,0.4899,0.5419,0.5316,0.7492,0.2797,0.2327,0.7463,0.5189,0.498,0.6326
WA,1586,Subiaco,1,1.0,1,0.4919,0.6519,0.6357,0.561,0.6927,0.0712,0.3127,0.8334,0.6335,0.6546,0.6211
WA,1587,Swan,17,1.303,2,0.6387,0.5751,0.6557,0.7105,0.7781,0.6499,0.2216,0.7228,0.5861,0.5701,0.5199
WA,1588,Tammin,1,3.0,3,0.2808,0.4646,0.4133,0.6969,0.4962,0.0609,0.2617,0.1106,0.4977,0.4807,0.7114
WA,1589,Three Springs,1,3.0,3,0.2783,0.3963,0.3636,0.8626,0.4576,0.0834,0.2958,0.1091,0.4348,0.4323,0.5351
WA,1590,Toodyay,1,2.0,2,0.4086,0.569,0.5394,0.6908,0.7016,0.3587,0.2497,0.1404,0.5703,0.5844,0.6234
WA,1591,Trayning,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1592,Upper Gascoyne,1,5.0,5,0.3033,0.3537,0.3427,0.792,0.5972,0.1891,0.2611,0.1495,0.3831,0.418,0.3923
WA,1593,Victoria Park,4,1.0,1,0.5337,0.4083,0.4823,0.5079,0.7047,0.2982,0.2887,0.7859,0.4958,0.3667,0.5211
WA,1594,Victoria Plains,1,3.0,3,0.2959,0.4696,0.4226,0.7608,0.4978,0.0924,0.2611,0.1256,0.5259,0.449,0.6714
WA,1595,Vincent,6,1.0,1,0.5578,0.6094,0.6372,0.5873,0.7284,0.1241,0.3118,0.8836,0.6068,0.61,0.6533
WA,1596,Wagin,1,3.0,3,0.3245,0.4547,0.4231,0.8097,0.5313,0.1194,0.2638,0.1213,0.4697,0.5015,0.6892
WA,1597,Wandering,1,3.0,3,0.2969,0.4352,0.3984,0.7307,0.4878,0.0832,0.2658,0.1052,0.4493,0.4911,0.7276
WA,1598,Wanneroo,18,1.083,2,0.5611,0.4471,0.5236,0.6493,0.7296,0.3624,0.2181,0.753,0.503,0.4364,0.6033
WA,1599,Waroona,1,2.0,2,0.2971,0.5482,0.4792,0.5499,0.6488,0.1284,0.2487,0.1356,0.509,0.6333,0.6398
WA,1600,West Arthur,1,3.0,3,0.3245,0.4547,0.4231,0.8097,0.5313,0.1194,0.2638,0.1213,0.4697,0.5015,0.6892
WA,1601,Westonia,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1602,Wickepin,1,4.0,4,0.3183,0.4484,0.4161,0.8724,0.472,0.0879,0.2645,0.1247,0.4734,0.4831,0.7214
WA,1603,Williams,1,3.0,3,0.3245,0.4547,0.4231,0.8097,0.5313,0.1194,0.2638,0.1213,0.4697,0.5015,0.6892
WA,1604,Wiluna,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1605,Wongan-Ballidu,1,3.0,3,0.286,0.498,0.4391,0.7471,0.4697,0.0791,0.2608,0.1106,0.5438,0.4804,0.6939
WA,1606,Woodanilling,1,3.0,3,0.2858,0.4981,0.4391,0.475,0.5878,0.1673,0.2727,0.113,0.5269,0.506,0.6216
WA,1607,Wyalkatchem,1,3.0,3,0.286,0.498,0.4391,0.7471,0.4697,0.0791,0.2608,0.1106,0.5438,0.4804,0.6939
WA,1608,Wyndham-East Kimberley,2,5.0,5,0.2338,0.3429,0.3089,0.576,0.5482,0.2785,0.2859,0.117,0.371,0.4127,0.1751
WA,1609,Yalgoo,1,5.0,5,0.2174,0.3276,0.2922,0.5454,0.2891,0.3863,0.2501,0.1037,0.3775,0.3717,0.2803
WA,1610,Yilgarn,1,4.0,4,0.3078,0.4501,0.4132,0.7911,0.4106,0.0992,0.2607,0.1075,0.5393,0.3886,0.7762
WA,1611,York,1,2.0,2,0.3867,0.5283,0.501,0.6738,0.5178,0.4512,0.2556,0.1122,0.5444,0.541,0.6408
